# Tiempo (s) 	 Tensión CH1 (V) 	 Tensión CH2 (V)
-2.140000000000000178e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-2.130000000000000274e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-2.120000000000000031e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-2.110000000000000127e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-2.100000000000000223e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-2.089999999999999980e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-2.080000000000000075e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-2.070000000000000171e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-2.059999999999999928e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-2.050000000000000024e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-2.040000000000000119e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-2.030000000000000215e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-2.020000000000000311e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-2.010000000000000068e-05	-1.000000000000000000e+01	-4.000000000000000192e-04
-2.000000000000000164e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.990000000000000259e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.980000000000000016e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.970000000000000112e-05	-1.000000000000000000e+01	-4.000000000000000192e-04
-1.960000000000000208e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.949999999999999965e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.940000000000000060e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.930000000000000156e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.920000000000000252e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.910000000000000348e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.900000000000000105e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.890000000000000200e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.880000000000000296e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.870000000000000053e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.860000000000000149e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.850000000000000245e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.840000000000000001e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.830000000000000097e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.820000000000000193e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.809999999999999950e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.800000000000000046e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.790000000000000141e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.780000000000000237e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.770000000000000333e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.760000000000000090e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.750000000000000186e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.740000000000000281e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.730000000000000038e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.720000000000000134e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.710000000000000230e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.699999999999999987e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.690000000000000082e-05	-1.000000000000000000e+01	4.000000000000000192e-04
-1.680000000000000178e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.669999999999999935e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.660000000000000370e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.650000000000000127e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.640000000000000222e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.630000000000000318e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.620000000000000075e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.610000000000000171e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.600000000000000266e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.590000000000000023e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.580000000000000119e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.570000000000000215e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.559999999999999972e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.550000000000000406e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.540000000000000163e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.529999999999999920e-05	-1.000000000000000000e+01	-4.000000000000000192e-04
-1.520000000000000185e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.510000000000000112e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.500000000000000207e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.490000000000000134e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.480000000000000229e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.470000000000000156e-05	-1.000000000000000000e+01	4.000000000000000192e-04
-1.460000000000000252e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.450000000000000178e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.440000000000000104e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.430000000000000200e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.420000000000000126e-05	-1.000000000000000000e+01	-4.000000000000000192e-04
-1.410000000000000222e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.400000000000000148e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.390000000000000244e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.380000000000000170e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.370000000000000097e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.360000000000000193e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.350000000000000119e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.340000000000000215e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.330000000000000141e-05	-1.000000000000000000e+01	4.000000000000000192e-04
-1.320000000000000237e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.310000000000000163e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.300000000000000089e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.290000000000000185e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.280000000000000111e-05	-1.000000000000000000e+01	-4.000000000000000192e-04
-1.270000000000000207e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.260000000000000134e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.250000000000000229e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.240000000000000156e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.230000000000000251e-05	-1.000000000000000000e+01	-4.000000000000000192e-04
-1.220000000000000178e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.210000000000000104e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.200000000000000200e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.190000000000000126e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.180000000000000222e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.170000000000000148e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.160000000000000244e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.150000000000000170e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.140000000000000266e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.130000000000000192e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.120000000000000119e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-1.110000000000000214e-05	-1.000000000000000000e+01	-4.000000000000000192e-04
-1.100000000000000141e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.090000000000000237e-05	-1.000000000000000000e+01	0.000000000000000000e+00
-1.080000000000000163e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.070000000000000259e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.060000000000000185e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.050000000000000111e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.040000000000000207e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.030000000000000133e-05	-1.020000000000000107e+01	4.000000000000000192e-04
-1.020000000000000229e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.010000000000000155e-05	-1.020000000000000107e+01	0.000000000000000000e+00
-1.000000000000000251e-05	-1.020000000000000107e+01	-4.000000000000000192e-04
-9.900000000000001775e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-9.800000000000001039e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-9.700000000000001996e-06	-1.000000000000000000e+01	-8.000000000000000383e-04
-9.600000000000002954e-06	-1.020000000000000107e+01	0.000000000000000000e+00
-9.500000000000000523e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
-9.400000000000001480e-06	-1.020000000000000107e+01	0.000000000000000000e+00
-9.300000000000002438e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-9.200000000000003395e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
-9.100000000000000965e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-9.000000000000001922e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-8.900000000000002880e-06	-1.020000000000000107e+01	-8.000000000000000383e-04
-8.800000000000000449e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
-8.700000000000001406e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
-8.600000000000002364e-06	-1.000000000000000000e+01	0.000000000000000000e+00
-8.500000000000003321e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-8.400000000000000890e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-8.300000000000001848e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-8.200000000000002805e-06	-1.000000000000000000e+01	0.000000000000000000e+00
-8.100000000000000375e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
-8.000000000000001332e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-7.900000000000002289e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
-7.800000000000003247e-06	-1.020000000000000107e+01	0.000000000000000000e+00
-7.700000000000000816e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-7.600000000000001774e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
-7.500000000000002731e-06	-1.020000000000000107e+01	0.000000000000000000e+00
-7.400000000000000300e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-7.300000000000001258e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-7.200000000000002215e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-7.100000000000003173e-06	-1.020000000000000107e+01	0.000000000000000000e+00
-7.000000000000000742e-06	-1.020000000000000107e+01	-4.000000000000000192e-04
-6.900000000000001699e-06	-1.000000000000000000e+01	-4.000000000000000192e-04
